#
#
#
#
#
#
#
#
#
#
#
#
#
0	9.884001	5.8170004	5.9150004	8.797001	6.102	7.123
10	9.71	5.7580004	5.926	8.875	6.2790003	7.1770005
20	9.782001	5.7980003	5.846	8.931001	6.2390003	7.1559997
30	9.55	6.017	5.782	8.863001	5.9610004	7.2750006
40	9.51	6.583	5.8170004	8.934	5.848	7.132001
50	9.4470005	6.2530003	5.8560004	8.652	5.86	7.211
60	9.463	6.083	5.933	8.530001	5.879	7.307
70	9.709001	6.149	5.927	8.662001	6.0530005	7.0910006
80	9.597	6.07	5.703	8.791	6.0870004	7.162
90	9.491	6.0810003	5.5950003	8.918	6.403001	7.0630007
100	9.279	6.1260004	5.7180004	9.077001	6.503	7.2650003
110	9.356001	6.1480002	5.6540003	9.089001	6.6470003	7.189
120	9.4210005	5.973	5.8180003	9.030001	6.583	7.315001
130	9.308001	6.05	5.841	9.017	6.3510003	7.432
140	9.3	5.807	5.964	8.883	6.3040004	7.4480004
150	9.278001	5.7390003	5.926	8.783	6.19	7.4410005
160	9.319	6.143	5.8750005	8.650001	6.2310004	7.3650002
170	9.2300005	6.5980005	5.8370004	8.897	6.632001	7.439
180	9.492001	6.5290003	5.7260003	8.686001	6.7260003	7.1310005
190	9.461	6.3160005	5.9480004	8.771001	6.832	7.3190002
200	9.446	6.7950006	5.8780003	8.623	6.965	7.3160005
210	9.442	6.604	6.0790005	8.497001	7.13	7.2990007
220	9.423	6.5340004	5.927	8.619	6.8420005	7.2860003
230	9.328	6.537	5.9100003	8.833	6.859	7.387
240	9.282001	6.658	5.9620004	8.647	7.307	7.269
250	9.38	6.7660003	6.0980005	8.360001	7.3200006	7.271001
260	9.290001	6.8910003	6.01	8.646001	7.4800005	7.368001
270	9.415001	6.9690003	5.88	8.579	7.475	7.208
280	9.442	6.986001	5.9560003	8.818001	7.6980004	7.2050004
290	9.416	7.254	5.907	8.724	7.9690003	7.1980004
300	9.232	7.4340005	5.9210005	8.657001	7.986001	7.322
310	9.247001	7.3120003	6.07	8.614	8.036	7.3830004
320	9.224	7.2420006	6.1080003	8.579	8.279	7.218001
330	9.281	7.033	6.078	8.566	7.912	7.2860003
340	9.194	7.2120004	6.024	8.650001	7.903001	7.3529997
350	9.276	7.255	6.032	8.498	7.8620005	7.3340006
360	9.227	7.3340006	5.931	8.729	7.982001	7.3950005
370	9.127001	7.3370004	6.044	8.536	7.822	7.4440002
380	9.096001	7.182	6.176	8.634001	7.998	7.54
390	8.847	7.0220003	6.326	8.779	8.115001	7.5670004
400	8.972	7.2370005	6.433	8.76	8.535001	7.419
410	8.830001	7.2130003	6.5920005	9.087001	8.620001	7.378
420	8.863001	7.082	6.7310004	9.071	8.625	7.1730003
430	8.911	7.2580004	6.561	9.22	8.752001	7.0560007
440	8.543	7.021001	6.6340003	9.1380005	8.457001	7.182
450	8.598001	6.797	6.8	9.129001	8.259001	7.1950006
460	8.252001	6.886	6.6950006	9.327001	8.055	7.107001
470	8.423	6.9420004	6.6270003	9.373	8.176001	7.071
480	8.188001	6.887	6.4560003	9.27	8.023001	6.88
490	7.998	6.9230003	6.392	9.357	7.769	6.859
500	8.434	7.1500006	6.1150002	9.561001	8.0460005	6.882001
510	8.321	7.019	6.3250003	9.457001	8.139	6.7120004
520	8.554001	6.734	6.36	9.356001	8.132	6.6050005
530	8.482	6.8950005	6.2560005	9.583	8.044001	6.683
540	8.4800005	6.707	6.2260003	9.540001	7.8529997	6.672
550	8.434	6.8480005	6.2690005	9.577001	7.9480004	6.625001
560	8.467	7.033	6.2650003	9.712001	7.979001	6.7790003
570	8.331	7.405	6.436	9.727	8.173	6.761
580	8.362	7.417001	6.3290005	9.694	8.209001	6.7740006
590	8.314	7.417001	6.4940004	9.8550005	7.861001	6.822
600	8.437	7.3420005	6.543	9.948001	7.8420005	6.852
610	8.219001	7.4740005	6.866	9.844001	7.6920004	6.919
620	8.371	7.572	7.018	9.8810005	7.801001	6.498
630	8.377001	7.3910003	6.893	9.977	7.6060004	6.6570005
640	8.375	7.5710006	6.9730005	9.907001	7.7200003	6.4090004
650	8.574	7.7139997	7.0810003	10.058001	7.961	6.4440002
660	8.479	7.7510004	7.025	9.9800005	7.912	6.3550005
670	8.595	7.7020006	7.0480003	10.011001	7.8990006	6.2130003
680	8.659	7.7260003	7.0959997	9.961	7.9670005	6.168
690	8.386001	8.06	6.7560005	10.0	8.314	6.4130006
700	8.416	7.78	6.882001	9.825001	8.427	6.359
710	8.511001	7.708	6.864	9.872001	8.42	6.3150005
720	8.47	7.7450004	6.864	9.8220005	8.358001	6.157
730	8.532001	7.8560004	6.818	9.857	8.498	6.1740003
740	8.533	7.754	6.8350005	9.8550005	8.547	6.2570004
750	8.463	7.8670006	6.750001	9.937	8.283	6.1990004
760	8.6	7.6870003	6.818	9.97	8.193001	6.1140003
770	8.607	7.403001	6.6840005	10.031	8.193001	6.3970003
780	8.860001	7.2300005	6.79	10.0720005	8.177	6.208
790	8.904	7.6700006	6.7330003	10.078	8.298	5.7920003
800	8.626	7.807	6.6050005	10.063001	8.194	5.886
810	8.698	7.711	6.614	10.149	8.18	5.991
820	8.548	7.8280005	6.625001	10.155001	8.022	6.3240004
830	8.599	7.7910004	6.7200003	10.153001	8.224	6.4779997
840	8.54	7.825	6.604	10.057	8.446	6.426
850	8.511001	7.747	6.6470003	10.09	8.097	6.4230003
860	8.711	7.229001	6.408	10.069	8.148001	6.201
870	8.931001	6.9140005	6.616	10.135	7.961	6.182
880	9.09	6.8050003	6.6380005	10.136001	7.8100004	5.9
890	9.229	6.6980004	6.6950006	10.120001	7.9370003	6.1590004
900	9.047001	7.0020003	6.7880006	10.123	8.155001	6.3360004
910	9.082001	7.0240006	6.815001	10.148001	8.176001	6.3760004
920	9.26	6.836	6.815001	10.157001	8.186001	6.4919996
930	9.2560005	6.954001	6.9660006	10.195001	8.191	6.440001
940	9.488001	6.7370005	6.7790003	10.145	8.177	6.472
950	9.474	6.5889997	6.7349997	9.987	8.085	6.2310004
960	9.332001	6.5950003	6.6410003	10.241	7.9620004	6.440001
970	8.847	6.762	6.7160006	10.142	7.7160006	6.401
980	8.904	6.8910003	6.689	10.189	7.8300004	6.2960005
990	8.926001	6.7139997	6.843001	10.123	7.660001	6.241
1000	9.111	6.504	6.957	9.968	7.787	6.3750005
1010	9.143001	6.429	7.076	10.097	7.6660004	6.6740007
1020	9.126	6.7820005	7.162	10.232	7.8340006	6.686
1030	9.076	7.2030005	7.3850007	10.229	8.045	6.55
1040	9.128	7.4020004	7.475	10.097	8.177	6.3830004
1050	9.043	7.4709997	7.496001	9.996	7.864	6.209
1060	9.153001	7.693	7.357001	10.124001	7.8930006	6.012
1070	9.057	7.736001	7.1490006	10.198001	7.5920005	5.9540005
1080	9.141001	7.3980002	7.028001	10.222	7.4849997	5.8100004
1090	9.555	7.479001	7.2050004	10.061001	7.068	5.709
1100	9.633	6.9639997	7.1800003	10.066001	6.8200006	5.59
1110	9.504001	6.768	7.3380003	9.967	7.025	5.7910004
1120	9.482	6.9520006	7.4340005	10.018001	6.9990005	5.918
1130	9.967	6.84	7.4300003	9.982	6.8230004	5.8160005
1140	10.05	6.3490005	7.3090005	10.141001	6.6800003	5.742
1150	10.02	6.392	7.1080003	10.201	6.7980003	5.505
1160	10.373	6.4420004	7.1780005	10.099001	6.725	5.603
1170	10.269	6.4240007	7.2020006	10.064	6.8200006	5.617
1180	10.188001	5.9800005	7.227	10.198001	6.359	5.649
1190	10.136001	6.104	7.0730004	10.186001	6.4340005	5.5070004
1200	10.053	5.9230003	7.1029997	9.873	6.7330003	5.7070003
1210	10.064	5.8100004	7.1940002	9.858001	6.793	5.881
1220	9.948001	5.8950005	7.1099997	9.777	7.075	6.0420003
1230	9.895	5.86	7.189	9.8	6.9670005	5.9960003
1240	9.743	5.9100003	7.175	9.843	6.667001	5.7650003
1250	9.649	5.9100003	7.0850005	9.852	6.943	5.8750005
