0	6.770242	0.0844926
10	6.5604405	0.0325069
20	6.508608	0.3932776
30	6.3198676	1.2466444
40	6.2003803	1.8669718
50	6.26012	0.9120228
60	6.679841	1.0928183
70	6.3351603	0.4176531
80	6.4550576	0.7532522
90	6.0226617	0.6854134
100	6.239863	0.8414787
110	6.163946	0.9545189
120	6.540296	0.472612
130	6.696025	1.0194708
140	6.9609814	0.6058295
150	6.8307433	0.6188327
160	6.695544	0.3334677
170	6.700341	0.9766672
180	6.2805295	0.1748119
190	6.4374986	0.0805836
200	6.535608	0.0028654
210	6.47909	0.0325384
220	6.4219346	0.0027351
230	6.4024396	0.0597971
240	6.0913534	0.0124402
250	6.4038615	0.1976767
260	6.463234	0.0177553
270	6.326502	0.3209313
280	6.129977	4.52e-05
290	6.0541134	0.0008633
300	6.3921647	0.0052864
310	6.312426	0.0361622
320	6.036409	0.0013779
330	6.3167725	0.0196849
340	6.424712	0.1723827
350	6.4774113	0.6620569
360	6.783612	0.2577627
370	6.7618713	0.1122858
380	7.1050663	0.3085875
390	7.134124	0.0054657
400	6.928994	0.0002946
410	6.863349	0.0013868
420	6.6488395	0.0018678
430	6.4929423	0.1926019
440	6.6471267	0.4137621
450	6.745697	0.3325292
460	6.7216506	0.8359668
470	6.5972247	0.4852463
480	6.389473	0.7095227
490	6.359899	0.9970566
500	6.3421383	1.154486
510	5.9622507	0.978168
520	6.07901	0.5973073
530	5.975512	1.2294902
540	6.3624177	1.1797598
550	6.216988	1.1683779
560	6.3348494	1.2456263
570	6.1932535	1.0784905
580	6.3300567	1.3284087
590	6.567227	0.8351098
600	6.4825587	0.6038916
610	6.662334	0.5900194
620	6.6727915	0.4231329
630	6.5749884	0.5306895
640	6.472858	0.3806872
650	6.424331	0.5927139
660	6.409351	0.7837787
670	6.5490775	0.7113462
680	6.5329576	0.4604346
690	6.185327	0.9738443
700	6.046113	0.914008
710	6.045786	0.9923526
720	6.128422	0.9323787
730	5.9861884	0.9222772
740	5.920856	0.8779735
