#
#
#
#
#
#
#
#
#
#
#
#
#
0	5.394	9.329	1.1140001	6.422	9.356001	2.019
10	5.604	9.493	1.085	6.500001	9.445001	2.095
20	5.506	9.552	1.3640001	6.547	8.96	2.065
30	5.801	9.357	1.3130001	6.5670004	8.63	2.17
40	5.7400002	9.591001	1.5100001	6.6310005	8.68	2.088
50	6.2500005	9.454	1.103	6.544	8.359	1.891
60	5.834	9.426001	0.9250001	6.496001	8.479	1.7140001
70	5.8680005	9.307	0.9110001	6.5010004	8.474	1.8630002
80	6.091	9.3220005	0.88100004	6.479	8.417001	1.8280001
90	6.2690005	9.367001	0.959	6.493001	8.453	1.9530001
100	6.4919996	9.316	0.781	6.3	8.438001	1.8730001
110	6.542001	9.382	0.79300004	6.5700006	8.530001	1.871
120	6.5309997	9.455001	0.8050001	6.2390003	8.425	1.6720002
130	6.636	9.456	0.53300005	6.4140005	8.452001	1.46
140	6.7200003	9.481001	0.248	6.4110003	8.599	1.271
150	6.708	9.533	0.47900003	6.4090004	8.515	1.342
160	6.8050003	9.436001	0.52400005	6.3440003	8.34	1.212
170	6.675	9.353001	0.21300001	6.347	8.481	1.2370001
180	6.85	9.228001	0.319	6.496001	8.580001	1.4860001
190	7.011	9.221001	0.275	6.4300003	8.573	1.33
200	6.9709997	9.1640005	0.21400002	6.1940002	8.899	1.32
210	7.071	9.084001	0.106000006	6.415	8.96	1.3240001
220	7.168	9.133	0.192	6.4870005	8.878	1.3360001
230	7.332	9.222	0.33800003	6.457	8.726001	1.297
240	7.4280005	9.163	0.56200004	6.4160004	8.782001	1.432
250	7.1540003	9.320001	0.463	6.0720005	8.8220005	1.1600001
260	7.475	9.248	0.162	6.4090004	8.967	0.998
270	7.4830003	9.036	0.21800001	6.333	9.067	0.93600005
280	7.3810005	9.103001	0.22600003	6.554	8.88	1.332
290	7.727	9.079	0.193	6.8700004	8.983001	1.2700001
300	7.9270005	9.2300005	0.177	6.822	8.926001	0.97300005
310	7.6480002	9.239	0.21400002	6.722	8.864	1.2
320	7.6610003	9.323001	0.535	6.6190004	8.89	1.3590001
330	7.440001	9.328	0.43800002	6.3490005	8.815001	1.149
340	7.504	9.194	0.29700002	6.216	9.014001	0.827
350	7.5360003	9.012	0.36600003	6.183	9.1	0.694
360	7.505	9.153001	0.10200001	6.149	8.874001	0.41200003
370	7.753	9.271001	-0.048	6.4849997	8.769	0.21000001
380	7.7880006	9.061001	-0.18	6.4110003	8.983001	-0.007
390	7.7960005	9.143001	-0.10700001	6.489	8.844001	0.085
400	7.6960006	9.064	-0.15300001	6.454001	8.839001	0.35500002
410	7.5850005	8.732	-0.120000005	6.374	8.907001	0.56100005
420	7.6080003	8.687	0.018000001	6.3490005	8.835	0.541
430	7.602	9.177	0.16100001	6.3940005	8.727	0.66
440	7.3690004	9.196	0.048	6.2770004	8.748	0.75500005
450	7.564	9.371	0.053000003	6.417001	8.883	0.671
460	7.6590004	9.523001	0.10200001	6.533	8.943001	0.638
470	7.7450004	9.255	0.123	6.486001	8.974	0.62600005
480	7.6240005	9.426001	0.30100003	6.425	8.995001	0.795
490	7.722001	9.365001	0.507	6.519	8.820001	0.95600003
500	7.4590006	9.603001	0.41200003	6.4919996	8.817	1.0040001
510	7.3440003	9.540001	0.467	6.4550004	8.872001	1.307
520	7.2600007	9.496	0.55	6.6470003	8.661	1.4230001
530	7.1910005	9.623	0.684	6.6150002	8.508	1.241
540	7.116	9.566	0.287	6.4370003	8.548	0.99000007
550	7.211	9.519	0.296	6.4380007	8.527	0.85700005
