FRET_40_20
0.47892064
0.27792835
0.28747684
0.49516326
0.41778952
0.59097081
0.48024702
0.50954103
0.36219457
0.7814514
0.73245382
0.3931374
0.29701209
0.56391484
0.52831733
0.70036912
0.50218391
0.54107404
0.63692397
0.62799793
0.84816402
0.35062236
0.58816355
0.54274786
0.61259073
0.32021129
0.59769285
0.18676034
0.80693299
0.80426568
0.7306878
0.52280051
0.49073505
0.68617243
0.61363012
0.39364037
0.50544751
0.5484165
0.50029957
0.48402679
0.55412662
0.57343823
0.55090123
0.17414826
0.63898534
0.23625638
0.45731962
0.21356459
0.33153242
0.37730846
0.69859838
0.48813781
0.47810265
0.51053017
0.84142685
0.62866271
0.71497917
0.29502636
0.61033565
0.33059177
0.89718813
0.43493965
0.7530219
0.49891791
0.41721892
0.42534506
0.58205283
0.41201261
0.56232607
0.53160465
0.56672603
0.76006597
0.19446693
0.37836996
0.71304095
0.76876831
0.41830727
0.59289497
0.27700794
0.73151094
0.5936417
0.81971788
0.61910051
0.62413031
0.3462902
0.24276705
0.36904266
0.43813854
0.80861133
0.26255926
0.71628708
0.52585053
0.90782577
0.53075796
0.54769331
0.15945081
0.68186575
0.79645371
0.19216329
0.50668639
0.6146639
0.47074205
0.31478789
0.247747
0.59808934
0.50809139
0.62696511
0.6657052
0.63716626
0.64288241
0.48138598
0.59138089
0.24831012
0.66874486
0.96239024
0.30591863
0.75843215
0.064881474
0.37336156
0.34895486
0.7219708
0.53420174
0.66182566
0.47547972
0.15603207
0.4784207
0.33620489
0.37265533
0.13081849
0.51016462
0.45780069
0.83708972
0.46631089
0.21717963
0.73320609
0.75857437
0.36497343
0.41518673
0.6694954
0.87793279
0.35818127
0.70792872
0.30706808
0.41892093
0.72246283
0.48074344
0.71073544
0.077067383
0.29196787
0.33554786
0.47765273
0.53391463
0.49242553
0.43700197
0.870781
0.32659766
0.43963075
0.51758152
0.68415231
0.61390448
0.59687144
0.45281476
0.75049943
0.4909476
0.5745821
0.45780069
0.95192248
0.62169069
0.67407238
0.39083159
0.22326189
0.6121347
0.35203102
0.46279812
0.45707932
0.48823419
0.52749747
0.55225652
0.50793308
0.59694219
