0	6.9242544	0.041387063
10	6.8678737	0.067336366
20	6.86191	0.003622828
30	7.075419	0.01365241
40	7.060505	0.11681814
50	7.07203	0.07430044
60	6.9365377	2.0942482e-05
70	6.916636	0.007019766
80	6.8278675	0.39621094
90	6.653327	0.8126629
100	6.771967	0.29124227
110	6.744027	0.6784482
120	6.673466	0.6480134
130	6.5452385	0.41083428
140	6.44924	0.58887327
150	6.397935	0.35973236
160	6.3390055	0.5613428
170	6.497398	0.25962162
180	6.6111755	0.046344604
190	6.588855	0.22134736
200	6.567833	0.053114664
210	6.712985	0.28282776
220	6.7031245	0.8445481
230	6.7636976	1.106775
240	6.805018	1.4349782
250	6.9764476	1.9640809
260	6.959146	1.9220444
270	6.8288264	2.295393
280	6.749325	2.3294783
290	6.899571	2.2881358
300	7.030749	2.7212248
310	7.010421	2.0343883
320	7.0753007	2.169111
330	6.936381	2.094996
340	6.99466	3.3162668
350	6.7619047	3.608308
360	6.829466	3.2872858
370	6.9952025	3.0631497
380	6.941431	2.948082
390	6.9406343	2.5665193
400	6.8379846	3.0415683
410	6.874765	2.6783504
420	6.6862226	2.8070483
430	6.7249665	2.7594383
440	6.7940054	2.9567075
450	6.7343316	2.7999802
460	6.7594457	3.077578
470	6.663979	2.8345702
480	6.6898484	2.4936287
490	6.845747	2.7404838
500	6.9223733	2.3584151
510	6.8823795	2.4795344
520	6.8478885	2.313049
530	6.782614	2.205132
540	6.8964314	1.4460435
550	6.621615	0.9021221
560	6.6656146	1.1678886
570	6.821552	0.68672484
580	6.7955303	1.1429948
590	6.593649	0.67320377
600	6.4277334	0.83692664
610	6.43305	1.1212003
620	6.3727975	1.276751
630	6.4050426	1.3516117
640	6.155323	1.4478284
650	6.1781993	1.8225306
660	5.9814444	1.6262579
670	5.980953	1.6006657
680	5.9756093	1.6855257
690	6.083507	1.5498757
700	6.102594	1.7696692
710	5.8688073	1.8084258
720	5.8942156	2.1734304
730	5.891034	1.9945043
740	5.9528766	1.2950945
750	5.9740567	1.6316826
760	6.3578496	1.9689171
770	6.372187	1.8580018
780	6.439493	1.8903962
790	6.334655	1.5838296
800	6.4415026	0.78422
810	6.6662025	1.1547195
820	6.783517	0.7784761
830	6.720058	0.8117265
840	6.6293254	0.7401937
850	6.65716	0.6221432
860	6.6224585	0.2603647
870	6.681319	0.22895949
880	6.6963406	0.260486
890	6.8376727	0.009396772
900	7.008083	0.042065192
910	7.1124134	0.19877023
920	7.0910535	0.25765032
930	7.037026	0.3765853
940	6.9582634	0.25053453
950	6.9952784	0.42317468
960	7.015196	0.33457443
970	6.954597	0.278804
980	6.879052	0.19750403
990	6.84652	0.2349128
1000	6.5759444	0.17324623
1010	6.956564	0.3661172
1020	6.870156	0.50914294
1030	6.988935	0.49687833
1040	7.0102615	0.47975415
1050	6.9125905	0.6616679
1060	6.9510326	1.8026403
1070	7.013219	2.5531561
1080	6.9922495	2.6583207
1090	7.033042	2.239462
1100	6.8392496	1.3842826
1110	6.7590423	1.3631364
1120	6.8905783	0.89249253
1130	6.900747	0.9111562
1140	6.896276	0.866892
